序号,标题/微博内容,情感分析1,情感分析2,原文/评论链接,来源网站,日期,媒体类型,原文作者,信息属性,摘要,信源地域,精准地域,信源级别,行业标签,相似文章数,原创/转发,账号类型,涉及词,评论作者,转发数,评论数,点赞数,粉丝数,阅读数,主页链接,收藏数,
2077,上海疫情稳中向好得到有效控制,信任,信任,https://weibo.com/ttarticle/p/show?id=2309404778737786028360,微博头条,2022/6/10 9:08,微博-微博个人号,虚拟人生元宇宙,非敏感, 从全国调集238万管核酸检测力量和有关防控物资、抽调22个省份3万余名医务人员和重症专家，军队派出了5000多人医疗队，全面支持上海疫情防控工作 ■在上海市委和市政府领导下，经过各方共同努力，上海疫情稳中向好、得到有效控制，单日新增病例从2.7万的峰值降到7189例，Rt值从2.,北京,上海市,未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
2315,#上海新增492例无症状#tmlgb新冠滚 ​​,厌恶,厌恶,http://weibo.com/6099182219/LkzOUBrrm,新浪微博,2022/3/20 10:30,微博-微博个人号,MyCrushXing_yhs,敏感,#上海新增492例无症状#tmlgb新冠滚 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,350,0,无,0,
3967,#上海市疫情近几日呈下降趋势#？ ​​,惊讶,厌恶,http://weibo.com/7439206234/LpiVSzFMG,新浪微博,2022/4/20 12:42,微博-微博个人号,树在哪5,非敏感,#上海市疫情近几日呈下降趋势#？ ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,2,0,无,0,
2432,都2022年了，居然在上海吃不饱饭[微笑] 2020年疫情在湖北也从没有吃不饱饭真棒 ​​,厌恶,厌恶,http://weibo.com/7743892051/LnPIx9slJ,新浪微博,2022/4/10 20:29,微博-微博个人号,噗噗不会扑扑扑扑,敏感,都2022年了，居然在上海吃不饱饭[微笑] 2020年疫情在湖北也从没有吃不饱饭真棒 ​​,上海,"上海市,湖北省",未定义,政务,1,原创,普通,,无,0,0,0,1,0,无,0,
563,#上海疑已关闭全部电影院#开着也不敢去看电影啊，被封在电影院还算轻的，万一同场有疫情那惨啦 ​​,悲伤,悲伤,http://weibo.com/7441886240/LjSiH4lqZ,新浪微博,2022/3/15 19:43,微博-微博个人号,巧克力蛋糕上的红樱桃,敏感,#上海疑已关闭全部电影院#开着也不敢去看电影啊，被封在电影院还算轻的，万一同场有疫情那惨啦 ​​,上海,上海市,未定义,"娱乐,政务",1,原创,普通,,无,0,0,0,7,0,无,0,
671,上海的疫情搞了接近一个月了，再不有效控制住的话，精神也快失常了[拜拜] ​​,厌恶,厌恶,http://weibo.com/1353967593/LlpE5jliU,新浪微博,2022/3/25 22:26,微博-微博个人号,Selva_雨佳,敏感,上海的疫情搞了接近一个月了，再不有效控制住的话，精神也快失常了[拜拜] ​​,上海,上海市,未定义,其他,3,原创,达人,,无,0,0,0,1071,0,无,0,
4375,#上海疫情#真的是无语了也是 ​​,厌恶,厌恶,http://weibo.com/6035600330/LllQMbQvD,新浪微博,2022/3/25 12:47,微博-微博个人号,Elena蕊_,敏感,#上海疫情#真的是无语了也是 ​​,浙江,上海市,未定义,政务,1,原创,普通,,无,0,0,0,93,0,无,0,
4875,新闻＆上海交通大学医学院附属上海儿童医学中心职工餐厅装饰装修项目,中性,中性,https://card.weibo.com/article/m/show/id/2309404779326838277123,微博头条,2022/6/12 0:09,微博-微博个人号,亿虎6494163675,非敏感, 新闻&上海交通大学医学院附属上海儿童医学中心职工餐厅装饰装修项目招标公告 招标编号：0613-226013051745 项目所在地：上海市 一、招标条件 上海交通大学医学院附属上海儿童医学中心职工餐厅装饰装修项目已由项目审批/核 准/备案机关批准，项目资金来源为自筹资金395.162661万元，招,北京,上海市,未定义,其他,2,原创,无,,无,0,0,0,0,0,无,0,
4777,有一个指标性的事件，就是看上海下一步的疫情防控政策如何定 ​​,信任,信任,http://weibo.com/1223923504/LqGdL0DIL,新浪微博,2022/4/29 13:50,微博-微博个人号,蓝海--COO,非敏感,有一个指标性的事件，就是看上海下一步的疫情防控政策如何定 ​​,广东,上海市,未定义,"政务,公安",1,原创,普通,,无,0,0,0,1359,0,无,0,
,6.15上海本轮本土疫情通俗版综合消息,中性,中性,https://card.weibo.com/article/m/show/id/2309404781052752167119,微博头条,2022/6/16 18:27,微博-微博个人号,阿马诉说,敏感, 一、新增新冠肺炎确诊人数。2022年6月15日，上海新增新冠肺炎确诊病例9人，其中7人来自隔离管控人群，2人来自非隔离管控人群。 二、新增新冠病毒感染人数。2022年6月15日，新增感染人数9+7=16人。 除了确诊的9人，无症状感染者为7人，7人均来自隔离管控人群。 6月15日，北京新增感,北京,"上海市,香港特别行政区,北京市",未定义,医疗,1,原创,无,,无,0,0,0,0,0,无,0,
1312,#上海疫情# 跑了4个地方菜又抢空[摊手] 上海·虹口龍之夢,厌恶,厌恶,http://weibo.com/1712331203/Lx5hNkqcN,新浪微博,2022/6/10 16:40,微博-微博个人号,00麦子OO,敏感,#上海疫情# 跑了4个地方菜又抢空[摊手] 上海·虹口龍之夢,上海,上海市,未定义,"政务,公安",1,原创,达人,,无,0,0,0,776,0,无,0,
4903,上海奉贤：警民携手确保“三站到位”,中性,中性,https://weibo.com/ttarticle/p/show?id=2310474760279434002581,微博头条,2022/4/20 10:42,微博-微博政务号,八桂警方在线,非敏感, 为积极解决封控期间社区群众的“急难愁盼”，上海市公安局奉贤分局1300余名警力下沉至基层社区，每个派出所结合辖区特点成立社区帮困先锋队，既当“守门员”“疏导员”，又当“跑腿员”“宣传员”，全力开展疫情防控和民生保障工作。 筑牢“防疫前哨站” 严管严守到位 “你们工地还需要短工,广西,"上海市,奉贤区,青村镇",省级,其他,2,原创,无,,无,0,0,0,0,0,无,0,
1508,#上海市闵行区原副区长郑文斌被双开#是因为啥 疫情吗还是啥 有课代表吗 ​​,惊讶,惊讶,http://weibo.com/6331941612/LxHjYesu6,新浪微博,2022/6/14 17:30,微博-微博金V号,高奢浪漫,敏感,#上海市闵行区原副区长郑文斌被双开#是因为啥 疫情吗还是啥 有课代表吗 ​​,江苏,"上海市,闵行区",中小,政务,1,原创,金V,,无,0,0,0,141727,0,无,0,
710,我有个快递 都到上海了又给我说因为疫情原因原路退回去了[赞][泪]牛 我不理解 ​​,悲伤,悲伤,http://weibo.com/7748418773/LzsWi8M4o,新浪微博,2022/6/26 8:34,微博-微博个人号,沉玉不会玩,敏感,我有个快递 都到上海了又给我说因为疫情原因原路退回去了[赞][泪]牛 我不理解 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,106,0,无,0,
4533,#上海市新冠肺炎疫情防控新闻发布会# 想念惊雷的又一天 ​​,悲伤,厌恶,http://weibo.com/6476969159/LjH16o4jM,新浪微博,2022/3/14 14:59,微博-微博个人号,基本是个废柴了,非敏感,#上海市新冠肺炎疫情防控新闻发布会# 想念惊雷的又一天 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,99,0,无,0,
227,#上海      停课#你妈 一开始是真不想上课，现在是真的怕感染新冠了，，谢谢你教育局 ​​,厌恶,厌恶,http://weibo.com/7555454026/Lj8E4t9mn,新浪微博,2022/3/10 23:29,微博-微博个人号,看见我请叫我去背地理,敏感,#上海 停课#你妈 一开始是真不想上课，现在是真的怕感染新冠了，，谢谢你教育局 ​​,上海,上海市,未定义,教育,1,原创,普通,,无,0,0,0,12,0,无,0,
2702,到底要封到什么时候啊？我感觉自己快疯了[汗] #上海疫情# ​​,悲伤,厌恶,http://weibo.com/1631940157/Lt1V4kaJS,新浪微博,2022/5/15 0:45,微博-微博个人号,18线好物推荐官-锦樱,敏感,到底要封到什么时候啊？我感觉自己快疯了[汗] #上海疫情# ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,188,0,无,0,
1459,这段时间焦点都在上海疫情上，还有人关注铁链女吗 ​​,悲伤,厌恶,http://weibo.com/7676121586/LnQp9DVZr,新浪微博,2022/4/10 22:14,微博-微博个人号,投诗录,敏感,这段时间焦点都在上海疫情上，还有人关注铁链女吗 ​​,四川,上海市,未定义,"政务,娱乐",1,原创,普通,,无,0,0,0,63,0,无,0,
1764,#上海市新冠肺炎疫情防控新闻发布会#请问闵行疫情咋样啊 有没有小区被封啊 ​​,悲伤,悲伤,http://weibo.com/1897479357/LiawsbIqj,新浪微博,2022/3/4 14:25,微博-微博个人号,谁在发财,非敏感,#上海市新冠肺炎疫情防控新闻发布会#请问闵行疫情咋样啊 有没有小区被封啊 ​​,北京,"上海市,闵行区",未定义,其他,1,原创,普通,,无,0,0,0,164,0,无,0,
1611,真的讨厌上海的这次疫情搞的我这小县城都不能收快递 车站停运 真的敲了 ​​,厌恶,厌恶,http://weibo.com/3699904607/Lplk1BUQP,新浪微博,2022/4/20 18:47,微博-微博个人号,3halusaludo,敏感,真的讨厌上海的这次疫情搞的我这小县城都不能收快递 车站停运 真的敲了 ​​,浙江,上海市,未定义,其他,1,原创,普通,,无,0,0,0,130,0,无,0,
4804,#上海本轮疫情已追责问责38人#呵呵了 唉 ​​,厌恶,厌恶,http://weibo.com/5655937076/LqGah2ysg,新浪微博,2022/4/29 13:41,微博-微博个人号,退至众人身后_,敏感,#上海本轮疫情已追责问责38人#呵呵了 唉 ​​,上海,上海市,未定义,"政务,公安",2,原创,普通,,无,0,0,0,143,0,无,0,
2075,我真的会拜 松江稳住好吧 让我考完[苦涩][苦涩] 傻逼疫情滚出中国 都不能想干啥干啥了呜呜 ​​,悲伤,厌恶,http://weibo.com/5744308827/Li9rS85yk,新浪微博,2022/3/4 11:41,微博-微博个人号,Nullaurios,敏感,我真的会拜 松江稳住好吧 让我考完[苦涩][苦涩] 傻逼疫情滚出中国 都不能想干啥干啥了呜呜 ​​,上海,"上海市,松江区",未定义,政务,1,原创,普通,,无,0,0,0,52,0,无,0,
4915,真是厉害！上海今日已经新增400了[doge]这比疫情刚刚开始都厉害！ 还逞能接人啊！,厌恶,愤怒,http://weibo.com/3167134760/LkqhSlGrK,新浪微博,2022/3/19 10:14,微博-微博个人号,绿叶素人,敏感,真是厉害！上海今日已经新增400了[doge]这比疫情刚刚开始都厉害！ 还逞能接人啊！,上海,上海市,未定义,政务,2,原创,普通,,无,0,0,0,131,0,无,0,
2588,5月25日四大证券报精华摘要,中性,中性,https://weibo.com/ttarticle/p/show?id=2309404772916595393135,微博头条,2022/5/25 7:37,微博-微博媒体号,证券日报之声,非敏感, 【证券日报】 积极财政政策加量退减税 2.64万亿元红利将加速释放 日前召开的国务院常务会议决定“在更多行业实施存量和增量全额留抵退税，增加退税1400多亿元，全年退减税总量2.64万亿元”。 中央财经大学财政税务学院院长白彦锋在接受《证券日报》记者,北京,"山东省,青岛市,济南市",央级,金融,1,原创,无,,无,0,0,0,0,0,无,0,
2511,#上海市疫情近几日呈下降趋势#希望别做假数据，听我说谢谢您� ​​,悲伤,厌恶,http://weibo.com/2972681544/Lpk9zyPPB,新浪微博,2022/4/20 15:49,微博-微博个人号,无趣乏味冷冰,非敏感,#上海市疫情近几日呈下降趋势#希望别做假数据，听我说谢谢您� ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,3693,0,无,0,
1997,凝心聚力共同抗疫，坚决打赢“大上海保卫战”,信任,信任,https://weibo.com/ttarticle/p/show?id=2309404772967283557051,微博头条,2022/5/25 10:59,微博-微博个人号,南苑小王爷,非敏感, 5月5日召开的中共中央政治局常务委员会会议，分析当前国内新冠肺炎疫情防控形势，研究部署抓紧抓实疫情防控重点工作，并对当前的疫情防控作出了铿锵有力的论断。随后，上海市委常委会举行扩大会议，传达中央会议精神，要求认真学习领会，坚决贯彻落实，切实把思想和行动统一到总书记重要讲话精神和党中央决策部署,北京,上海市,未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
1218,上海疫情中志愿者那么辛苦，为什么不给志愿者发工资呢？#上海疫情# ​​,惊讶,厌恶,http://weibo.com/2034988314/LplU5ixj7,新浪微博,2022/4/20 20:16,微博-微博个人号,2034988314_954,敏感,上海疫情中志愿者那么辛苦，为什么不给志愿者发工资呢？#上海疫情# ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,465,0,无,0,
729,早上听说上海也有疫情了，2022我原以为今年很快就要不再有这些信息了，时间再快也快也赶不走 ​​,厌恶,厌恶,http://weibo.com/7026321698/LiikAtPrw,新浪微博,2022/3/5 10:18,微博-微博个人号,森林鹿的远方,敏感,早上听说上海也有疫情了，2022我原以为今年很快就要不再有这些信息了，时间再快也快也赶不走 ​​,安徽,上海市,未定义,政务,1,原创,普通,,无,0,0,0,1,0,无,0,
3613,#上海疫情下的外地人生活是啥样#真不要脸[打脸] ​​,厌恶,厌恶,http://weibo.com/2326246825/Lsfp0rdxz,新浪微博,2022/5/9 21:14,微博-微博个人号,楼下小黑方言版,敏感,#上海疫情下的外地人生活是啥样#真不要脸[打脸] ​​,云南,上海市,未定义,其他,1,原创,普通,,无,0,0,0,82,0,无,0,
205,疫情真的是一把照妖镜˗ˋˏ � ˎˊ˗#上海疫情#,厌恶,厌恶,http://weibo.com/3967788629/LtaxhqUCS,新浪微博,2022/5/15 22:41,微博-微博个人号,伊莎婕希贝尔,非敏感,疫情真的是一把照妖镜˗ˋˏ � ˎˊ˗#上海疫情#,上海,上海市,未定义,其他,1,原创,普通,,无,0,1,0,69,0,无,0,
1789,#上海市新冠肺炎疫情防控新闻发布会#加油加油，大家做好自己防护！ ​​,信任,信任,http://weibo.com/2334279114/LiavfEkcQ,新浪微博,2022/3/4 14:23,微博-微博橙V号,Loveyourself_445,非敏感,#上海市新冠肺炎疫情防控新闻发布会#加油加油，大家做好自己防护！ ​​,上海,上海市,中小,其他,1,原创,橙V,,无,0,0,0,18374,0,无,0,
4907,#上海市新冠肺炎疫情防控新闻发布会#住昆山，上海上班，我健康码岂不是要集双星了[允悲] ​​,悲伤,悲伤,http://weibo.com/2453701517/LhJ3Tc2G7,新浪微博,2022/3/1 16:31,微博-微博橙V号,清心寡欲的Mrsun,非敏感,#上海市新冠肺炎疫情防控新闻发布会#住昆山，上海上班，我健康码岂不是要集双星了[允悲] ​​,江苏,"上海市,江苏省,苏州市",中小,其他,1,原创,橙V,,无,0,0,0,2801,0,无,0,
4039,希望狗东西拜登全家死绝上海疫情就怪拜登 ​​,厌恶,愤怒,http://weibo.com/5662803579/LnOgSigq9,新浪微博,2022/4/10 16:48,微博-微博橙V号,Tobias_Daniel,敏感,希望狗东西拜登全家死绝上海疫情就怪拜登 ​​,上海,上海市,中小,政务,1,原创,橙V,,无,0,0,0,131607,0,无,0,
3399,收到疫情防控信息...找辅导员报备的时候都在担心（稍微有点害怕 毕竟嘉定现在也确实蛮严重� ​​,恐惧,恐惧,http://weibo.com/7590103495/LjJ2IqHdI,新浪微博,2022/3/14 20:09,微博-微博个人号,·Lizzie·,敏感,收到疫情防控信息...找辅导员报备的时候都在担心（稍微有点害怕 毕竟嘉定现在也确实蛮严重� ​​,江苏,"上海市,嘉定区",未定义,政务,1,原创,普通,,无,0,0,0,0,0,无,0,
1126,#上海对第三方检测机构开展调查#  如果03年有核酸检测，非典疫情到现在还没结束呢。 ​​,厌恶,厌恶,http://weibo.com/7729551897/Lsn8oyyaU,新浪微博,2022/5/10 16:55,微博-微博个人号,我叫波吉,非敏感,#上海对第三方检测机构开展调查# 如果03年有核酸检测，非典疫情到现在还没结束呢。 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,5,0,无,0,
1607,看见徐汇光启园区有密接感觉疫情就像是开盲盒一样。。。新冠滚出�行不行[怒骂] 南京 ​​,愤怒,愤怒,http://weibo.com/5970316539/LiaHn8X07,新浪微博,2022/3/4 14:52,微博-微博个人号,别再吃了您嘞,敏感,看见徐汇光启园区有密接感觉疫情就像是开盲盒一样。。。新冠滚出�行不行[怒骂] 南京 ​​,江苏,"江苏省,南京市,上海市",未定义,其他,1,原创,普通,,无,0,0,0,71,0,无,0,
4701,#上海教资#[太开心][太开心]能不能自愿啊 疫情这么严重还要聚集吗[太开心][太开心] ​​,厌恶,厌恶,http://weibo.com/6068164227/Lj3DWs251,新浪微博,2022/3/10 10:45,微博-微博个人号,Mrannna,敏感,#上海教资#[太开心][太开心]能不能自愿啊 疫情这么严重还要聚集吗[太开心][太开心] ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,73,0,无,0,
3880,#上海疫情#亲们，想问问上海现在什么局势 交通管制了吗 有公告啥的吗[单身狗][单身狗] ​​,悲伤,悲伤,http://weibo.com/6794441088/LseFnoMbq,新浪微博,2022/5/9 19:21,微博-微博个人号,羽织慧慧子,非敏感,#上海疫情#亲们，想问问上海现在什么局势 交通管制了吗 有公告啥的吗[单身狗][单身狗] ​​,黑龙江,上海市,未定义,其他,1,原创,普通,,无,0,0,0,21,0,无,0,
664,今晚各种微信群里的聊天内容给我一种感觉：上海现在疫情很严重，比20年初那会厉害……… ​​,悲伤,悲伤,http://weibo.com/1929044785/Lj8cDfXco,新浪微博,2022/3/10 22:21,微博-微博个人号,顺势而为_diamond,敏感,今晚各种微信群里的聊天内容给我一种感觉：上海现在疫情很严重，比20年初那会厉害……… ​​,北京,上海市,未定义,政务,1,原创,普通,,无,0,0,0,59165,0,无,0,
1639,#上海疫情#官方还在压，为什么不停课[太开心] ​​,悲伤,厌恶,http://weibo.com/7669306474/Lj7fKw0SN,新浪微博,2022/3/10 19:56,微博-微博个人号,JunLin·0615星系,敏感,#上海疫情#官方还在压，为什么不停课[太开心] ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,55,0,无,0,
3496,#上海对因疫情致基本生活困难群众加强救助#我去你吗的 不愧是国际大都市 ​​,厌恶,愤怒,http://weibo.com/7527177740/LoAE6jw3d,新浪微博,2022/4/15 19:58,微博-微博个人号,那死就死,非敏感,#上海对因疫情致基本生活困难群众加强救助#我去你吗的 不愧是国际大都市 ​​,广东,上海市,未定义,其他,14,原创,普通,,无,0,0,0,0,0,无,0,
3217,#上海市疫情近几日呈下降趋势#公关部的同志，你们辛苦了 ​​,厌恶,厌恶,http://weibo.com/7188656196/LpjokAt1i,新浪微博,2022/4/20 13:52,微博-微博个人号,顺颂时宜l,非敏感,#上海市疫情近几日呈下降趋势#公关部的同志，你们辛苦了 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,1,0,无,0,
4410,5天过了？？时间都去哪了？？疫情结束能不能还上海人一些假期[悲伤] ​​,悲伤,厌恶,http://weibo.com/1645376530/LrtGO8ucY,新浪微博,2022/5/4 19:46,微博-微博个人号,Leikoko,敏感,5天过了？？时间都去哪了？？疫情结束能不能还上海人一些假期[悲伤] ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,545,0,无,0,
4106,上海疫情缓和叠加复工复产刺激消费旅游走强，临近午盘有点小高潮的状态，情绪随着步步高的带动走强 ​​,期待,期待,http://weibo.com/7698222089/LpiNk6Wpy,新浪微博,2022/4/20 12:21,微博-微博个人号,华子财,非敏感,上海疫情缓和叠加复工复产刺激消费旅游走强，临近午盘有点小高潮的状态，情绪随着步步高的带动走强 ​​,甘肃,上海市,未定义,其他,1,原创,普通,,无,0,0,0,19,0,无,0,
435,#上海女子回应多次在新闻出现被质疑群演#这次上海疫情，误会还挺多哈…… ​​,厌恶,厌恶,http://weibo.com/7574020723/LpmV6lzM1,新浪微博,2022/4/20 22:51,微博-微博个人号,软喵福豆豆,敏感,#上海女子回应多次在新闻出现被质疑群演#这次上海疫情，误会还挺多哈…… ​​,山东,上海市,未定义,政务,1,原创,普通,,无,0,0,0,159,0,无,0,
402,#西安疫情#上海，求你放过我们吧！！！ ​​,厌恶,厌恶,http://weibo.com/2119352973/LoC2SfrZt,新浪微博,2022/4/15 23:31,微博-微博个人号,wanwanwanwan118,敏感,#西安疫情#上海，求你放过我们吧！！！ ​​,陕西,"上海市,陕西省,西安市",未定义,政务,8,原创,达人,,无,0,0,0,615,0,无,0,
2744,#上海疫情#别管我了……住在普陀 学校在嘉定 前不久才从花桥回来 我踩什么雷区了� ​​,厌恶,厌恶,http://weibo.com/5580904124/Li3b2mCHS,新浪微博,2022/3/3 19:43,微博-微博个人号,S_hngyu,敏感,#上海疫情#别管我了……住在普陀 学校在嘉定 前不久才从花桥回来 我踩什么雷区了� ​​,上海,"上海市,嘉定区",未定义,其他,1,原创,橙V,,无,0,0,0,942,0,无,0,
4356,抖音上看到商城路有地方被封了…… ？？？求证实#上海疫情# 上海 ​​,惊讶,惊讶,http://weibo.com/2692030184/Lj4dEDHTj,新浪微博,2022/3/10 12:13,微博-微博个人号,PP蕾_,敏感,抖音上看到商城路有地方被封了…… ？？？求证实#上海疫情# 上海 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,425,0,无,0,
2615,上海疫情有什么新动静吗？怎么朋友圈有人收到发的中药包了[哆啦A梦吃惊] ​​,惊讶,惊讶,http://weibo.com/5743971043/LwY47grwJ,新浪微博,2022/6/9 22:17,微博-微博个人号,Sonderlife,敏感,上海疫情有什么新动静吗？怎么朋友圈有人收到发的中药包了[哆啦A梦吃惊] ​​,北京,上海市,未定义,其他,1,原创,普通,,无,0,0,0,108,0,无,0,
233,#上海疫情下的外地人生活是啥样#手都洗废了，疫情啥时候结束[允悲] ​​,悲伤,悲伤,http://weibo.com/6052517776/LspppzG08,新浪微博,2022/5/10 22:42,微博-微博个人号,社恐八卦狂魔,敏感,#上海疫情下的外地人生活是啥样#手都洗废了，疫情啥时候结束[允悲] ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,65,0,无,0,
326,#新冠感染者为什么不能居家隔离#上海那么多无症状，怎么有地方隔离？ ​​,惊讶,惊讶,http://weibo.com/7534309916/LnQWDsMl0,新浪微博,2022/4/10 23:37,微博-微博个人号,武士允,敏感,#新冠感染者为什么不能居家隔离#上海那么多无症状，怎么有地方隔离？ ​​,北京,上海市,未定义,"医疗,政务,公安",4,原创,橙V,,无,0,0,0,122700,0,无,0,
3601,#上海回应疫情是否会大规模反弹# 会。不然他们为什么不检测核酸。 ​​,厌恶,厌恶,http://weibo.com/1596482335/Lw97aac5v,新浪微博,2022/6/4 12:35,微博-微博个人号,订位吃饭之前须的1-8件事,敏感,#上海回应疫情是否会大规模反弹# 会。不然他们为什么不检测核酸。 ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,119,0,无,0,
4426,#南昌疫情#嗯嗯 还好有上海打掩护 大家都不知道南昌有多烂[太开心]真是烂透了 ​​,厌恶,厌恶,http://weibo.com/7355651663/Lpiuif6KJ,新浪微博,2022/4/20 11:34,微博-微博个人号,Iwannafeelingyourfeeling,敏感,#南昌疫情#嗯嗯 还好有上海打掩护 大家都不知道南昌有多烂[太开心]真是烂透了 ​​,江西,"江西省,南昌市,上海市",未定义,其他,1,原创,普通,,无,0,0,0,0,0,无,0,
,5月份外贸进出口总值3.45万亿元，表现超预期，映射经济暖意,信任,期待,https://weibo.com/ttarticle/p/show?id=2309404780926252220625,微博头条,2022/6/16 10:05,微博-微博个人号,绿法国际联盟,非敏感, 摘要： 海关总署近日公布的数据显示，2022年前5个月我国进出口总值16.04万亿元，比去年同期增长8.3%。其中，出口8.94万亿元，增长11.4%；进口7.1万亿元，增长4.7%；贸易顺差1.84万亿元，扩大47.6%。 。。。 5月份，我国进出口总值,北京,"北京市,上海市,四川省",未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
3458,#上海市新冠肺炎疫情防控新闻发布会#随机抓取一个副区长 ​​,厌恶,厌恶,http://weibo.com/5887762393/Lj5EmlIk2,新浪微博,2022/3/10 15:52,微博-微博个人号,超级土豆泥魔王,非敏感,#上海市新冠肺炎疫情防控新闻发布会#随机抓取一个副区长 ​​,上海,上海市,未定义,其他,1,原创,普通,,无,0,0,0,0,0,无,0,
3968,#上海疫情#电影院都停业为什么学校还不停课[汗][汗][汗] ​​,厌恶,悲伤,http://weibo.com/5662788503/Lj4N2jpil,新浪微博,2022/3/10 13:40,微博-微博个人号,wz-04,敏感,#上海疫情#电影院都停业为什么学校还不停课[汗][汗][汗] ​​,上海,上海市,未定义,"娱乐,政务,教育",1,原创,普通,,无,0,0,0,60,0,无,0,
4168,我看到了，湖北疫情，处理3000余名干部我想看到，上海疫情，从基层到政府都被掀翻 ​​,厌恶,厌恶,http://weibo.com/6452998661/LrtSu3Dn7,新浪微博,2022/5/4 20:15,微博-微博个人号,下里巴涛,敏感,我看到了，湖北疫情，处理3000余名干部我想看到，上海疫情，从基层到政府都被掀翻 ​​,上海,"湖北省,上海市",未定义,政务,1,原创,普通,,无,0,0,0,38,0,无,0,
3283,#上海基层党建网专题报道教育学院疫情防控工作# ​​,中性,中性,http://weibo.com/6366929810/LvwdljhTT,新浪微博,2022/5/31 9:33,微博-微博个人号,反手一举报,非敏感,#上海基层党建网专题报道教育学院疫情防控工作# ​​,江苏,上海市,未定义,政务,1,原创,普通,,无,0,0,0,0,0,无,0,
4378,#上海疫情防控效果日益显现#   这就开始洗了？什么时候开始问责？ ​​,厌恶,厌恶,http://weibo.com/3089770634/LrtHWt3va,新浪微博,2022/5/4 19:49,微博-微博个人号,黑化的苕面窝,敏感,#上海疫情防控效果日益显现# 这就开始洗了？什么时候开始问责？ ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,90,0,无,0,
3703,一天一顿骂不够，傻逼上海傻逼上海傻逼上海#3月以来本土感染者49万多例##上海疫情# ​​,厌恶,厌恶,http://weibo.com/7236298651/Lpj6Go8nC,新浪微博,2022/4/20 13:09,微博-微博个人号,一只巧巧52532,敏感,一天一顿骂不够，傻逼上海傻逼上海傻逼上海#3月以来本土感染者49万多例##上海疫情# ​​,上海,上海市,未定义,医疗,1,原创,普通,,无,0,0,0,65,0,无,0,
1117,上证科创板生物医药指数即将发布,中性,中性,https://weibo.com/ttarticle/p/show?id=2309404760429892338601,微博头条,2022/4/20 20:39,微博-微博个人号,黄兔兔1123,非敏感, 由于疫情的反复，让市场再次把焦点聚在了生物医药领域。 近日，上海证券交易所和中证指数有限公司正式宣布了上证科创板生物医药指数发布的相关安排。经流动性筛选后，科创生物指数选取50只市值较大的生物医药、生物医学工程、其他生物业等领域公司证券作为指数样本，前5大权重股分别为君实,北京,上海市,未定义,其他,1,原创,无,,无,0,0,0,0,0,无,0,
2845,5月5日四大证券报精华摘要,中性,中性,https://weibo.com/ttarticle/p/show?id=2309404765665557872861,微博头条,2022/5/5 7:24,微博-微博媒体号,证券日报之声,非敏感, 【证券日报】 基建投资持续发力 多地二季度重大项目集中开工 近日，两大重磅会议连续强调“全面加强基础设施建设”。受访专家认为，作为下一步拉动投资的重要抓手，基建投资项目开工和建设将进入加速期。 继4月26日中央财经委员会第十一次会议指出要加强网络型基础设施,北京,"上海市,河南省",央级,金融,1,原创,无,,无,0,0,0,0,0,无,0,
3554,#上海疫情#赶紧好起来吧，拜托了 ​​,期待,期待,http://weibo.com/3624957975/Llmm3uz1W,新浪微博,2022/3/25 14:04,微博-微博个人号,TT筱雨,敏感,#上海疫情#赶紧好起来吧，拜托了 ​​,上海,上海市,未定义,政务,1,原创,普通,,无,0,0,0,80,0,无,0,
3906,上海真的太搞笑了，一个疫情，丑态百出[哈哈]长见识了 ​​,厌恶,厌恶,http://weibo.com/5797833616/Ln4dWkwT6,新浪微博,2022/4/5 19:35,微博-微博个人号,Jayus98,敏感,上海真的太搞笑了，一个疫情，丑态百出[哈哈]长见识了 ​​,山东,上海市,未定义,政务,1,原创,普通,,无,0,0,0,1430,0,无,0,
